product_id,product,subcategory,category,retail_price
1956,MAC 266 Small Angle Brush,"bath oils, bubbles and soaks",Body care,9.0
1957,MAC 275 Medium Angled Shading Brush,body moisturizers,Body care,10.0
1958,MAC 286 Synthetic Duo Fibre Tapered Brush,"bath oils, bubbles and soaks",Body care,3.0
1959,MAC Backstage Foundation,body moisturizers,Body care,28.0
1960,MAC Born This Way Foundation,"bath oils, bubbles and soaks",Body care,35.0
1961,MAC Candy Yum-Yum Pink,face masks and exfoliators,Body care,6.0
1962,MAC Chili Warm Brick Red,body moisturizers,Body care,6.0
1963,MAC ColorStay Foundation,hand creams,Body care,14.0
1964,MAC Diva Deep Burgundy,vitamins and supplements,Body care,20.0
1965,MAC Double Wear Foundation,vitamins and supplements,Body care,25.0
1966,MAC Eye Kohl Feline Rich Black,body moisturizers,Body care,18.0
1967,MAC Eye Kohl Prunella Deep Plum,Body soaps and washes,Body care,8.0
1968,MAC Eye Kohl Smolder Black,brushes and applicators,Home and Accessories,15.0
1969,MAC Eye Kohl Teddy Bronze Brown,face masks and exfoliators,Body care,14.0
1970,MAC Eye Pencil Coffee Dark Brown,"bath oils, bubbles and soaks",Body care,13.0
1971,MAC Eye Shadow Sketch Burgundy,body moisturizers,Body care,20.0
1972,MAC Eyeshadow All That Glitters Champagne,"bath oils, bubbles and soaks",Body care,7.0
1973,MAC Eyeshadow Amber Lights Gold,hand creams,Body care,20.0
1974,MAC Eyeshadow Antiqued Red Bronze,face masks and exfoliators,Body care,16.0
1975,MAC Eyeshadow Carbon Black,Nail care products,Body care,17.0
1976,MAC Eyeshadow Club Green Brown Duochrome,"bath oils, bubbles and soaks",Body care,11.0
1977,MAC Eyeshadow Coppering Warm Copper,face masks and exfoliators,Body care,11.0
1978,MAC Eyeshadow Cranberry Red Plum,body moisturizers,Body care,16.0
1979,MAC Eyeshadow Deep Truth True Blue,"bath oils, bubbles and soaks",Body care,20.0
1980,MAC Eyeshadow Electric Eel Bright Blue,face masks and exfoliators,Body care,11.0
1981,MAC Eyeshadow Expensive Pink Coral Pink,face masks and exfoliators,Body care,8.0
1982,MAC Eyeshadow Humid Forest Green,"bath oils, bubbles and soaks",Body care,19.0
1983,MAC Eyeshadow Lucky Green Vivid Lime,body moisturizers,Body care,13.0
1984,MAC Eyeshadow Naked Lunch Soft Pink,Nail care products,Body care,6.0
1985,MAC Eyeshadow Nylon Pale Gold,body moisturizers,Body care,9.0
1986,MAC Eyeshadow Quarry Muted Plum Brown,"bath oils, bubbles and soaks",Body care,17.0
1987,MAC Eyeshadow Ricepaper Peachy Gold,"bath oils, bubbles and soaks",Body care,12.0
1988,MAC Eyeshadow Saddle Golden Orange Brown,body moisturizers,Body care,15.0
1989,MAC Eyeshadow Satin Taupe Cool Brown,"bath oils, bubbles and soaks",Body care,15.0
1990,MAC Eyeshadow Shroom Soft Beige,"bath oils, bubbles and soaks",Body care,19.0
1991,MAC Eyeshadow Soft Brown Golden Peach,"bath oils, bubbles and soaks",Body care,7.0
1992,MAC Eyeshadow Star Violet Pinky Brown Plum,"bath oils, bubbles and soaks",Body care,18.0
1993,MAC Eyeshadow Swiss Chocolate Muted Reddish Brown,Body soaps and washes,Body care,20.0
1994,MAC Eyeshadow Woodwinked Bronze,"bath oils, bubbles and soaks",Body care,7.0
1995,MAC Fit Me Foundation,Accessories,Home and Accessories,24.0
1996,MAC Heroine Bright Purple,"bath oils, bubbles and soaks",Body care,19.0
1997,MAC Lady Danger Orange-Red,"bath oils, bubbles and soaks",Body care,10.0
1998,MAC Mehr Soft Pink,hand creams,Body care,12.0
1999,MAC Paint Pot Soft Ochre Yellow Beige,body moisturizers,Body care,17.0
2000,MAC Pro Filt'r Foundation,hand creams,Body care,35.0
2001,MAC Ruby Woo Red,"bath oils, bubbles and soaks",Body care,8.0
2002,MAC Russian Red Classic Red,body moisturizers,Body care,15.0
2003,MAC Skin Long-Wear Weightless Foundation,body moisturizers,Body care,15.0
2004,MAC Studio Fix Fluid,"bath oils, bubbles and soaks",Body care,25.0
2005,MAC Vanish Seamless Finish Foundation Stick,"bath oils, bubbles and soaks",Body care,21.0
2006,MAC Velvet Teddy Beige,body moisturizers,Body care,12.0
2007,MAC Whirl Dusty Rose,"bath oils, bubbles and soaks",Body care,19.0
2008,MAC Your Skin But Better CC+ Cream,"bath oils, bubbles and soaks",Body care,32.0
2009,Madison Reed Radiant Hair Color Kit - Dark Cool Espresso Brown,"bath oils, bubbles and soaks",Body care,10.0
2010,Madison Reed Radiant Hair Color Kit - Dark Golden Brown,"bath oils, bubbles and soaks",Body care,19.0
2011,Madison Reed Radiant Hair Color Kit - Light Blonde,"bath oils, bubbles and soaks",Body care,12.0
2012,Madison Reed Radiant Hair Color Kit - Light Cool Brown,Body soaps and washes,Body care,14.0
2013,Madison Reed Radiant Hair Color Kit - Light Natural Brown,"bath oils, bubbles and soaks",Body care,16.0
2014,Madison Reed Radiant Hair Color Kit - Medium Brown,Body soaps and washes,Body care,20.0
2015,Madison Reed Radiant Hair Color Kit - Medium Rose Gold,"bath oils, bubbles and soaks",Body care,19.0
2016,Madison Reed Radiant Hair Color Kit - Rich Espresso,"bath oils, bubbles and soaks",Body care,12.0
2017,Madison Reed Radiant Hair Color Kit - Soft Black Cherry,Nail care products,Body care,12.0
2018,Madison Reed Radiant Hair Color Kit - Soft Mahogany Red,"bath oils, bubbles and soaks",Body care,18.0
2019,Madison Reed Radiant Hair Color Kit - Spicy Copper,Body soaps and washes,Body care,10.0
2020,Maison Margiela Eucalyptus Spearmint Candle,Body soaps and washes,Body care,5.0
2021,Maison Margiela Feu de Bois Candle,"bath oils, bubbles and soaks",Body care,15.0
2022,Maison Margiela French Cade Lavender Candle,"bath oils, bubbles and soaks",Body care,5.0
2023,Maison Margiela Garden Mint Candle,body moisturizers,Body care,7.0
2024,Maison Margiela Geranium Candle,"bath oils, bubbles and soaks",Body care,18.0
2025,Maison Margiela Lavender Vanilla Candle,Nail care products,Body care,6.0
2026,Maison Margiela REPLICA Lazy Sunday Morning Candle,"bath oils, bubbles and soaks",Body care,9.0
2027,Maison Margiela Santal 26 Candle,body moisturizers,Body care,18.0
2028,Maison Margiela Volcano Candle,"bath oils, bubbles and soaks",Body care,15.0
2029,Make Up For Ever ColorStay Foundation,"bath oils, bubbles and soaks",Body care,13.0
2030,Make Up For Ever Double Wear Foundation,Eye shadows and pencils,Make up,31.0
2031,Make Up For Ever Even Better Makeup,"bath oils, bubbles and soaks",Body care,21.0
2032,Make Up For Ever Flawless Fusion Ultra-Longwear Foundation,vitamins and supplements,Body care,24.0
2033,Make Up For Ever Skin Long-Wear Weightless Foundation,Body soaps and washes,Body care,21.0
2034,Make Up For Ever Stay Naked Foundation,"bath oils, bubbles and soaks",Body care,35.0
2035,Make Up For Ever Studio Fix Fluid,"bath oils, bubbles and soaks",Body care,32.0
2036,Make Up For Ever Studio Skin 24 Hour Foundation,"bath oils, bubbles and soaks",Body care,16.0
2037,Make Up For Ever Teint Idole Ultra Wear Foundation,"bath oils, bubbles and soaks",Body care,35.0
2038,Make Up For Ever Ultra HD Foundation,"bath oils, bubbles and soaks",Body care,23.0
2039,Make Up For Ever Vanish Seamless Finish Foundation Stick,"bath oils, bubbles and soaks",Body care,24.0
2040,Marc Jacobs 1 Million,vitamins and supplements,Body care,44.0
2041,Marc Jacobs Allure Homme,Nail care products,Body care,108.0
2042,Marc Jacobs Chance,Nail care products,Body care,70.0
2043,Marc Jacobs Coco Mademoiselle,hand creams,Body care,70.0
2044,Marc Jacobs Eros,Nail care products,Body care,100.0
2045,Marc Jacobs Explorer,Body soaps and washes,Body care,99.0
2046,Marc Jacobs Flowerbomb,face moisturizing products,Face care,48.0
2047,Marc Jacobs Gentleman,body moisturizers,Body care,91.0
2048,Marc Jacobs La Vie Est Belle,hand creams,Body care,78.0
2049,Marc Jacobs Legend,Nail care products,Body care,62.0
2050,Marc Jacobs Si,shampoos and conditioners,Hair care,111.0
2051,Mario Badescu Whitening Mask,face masks and exfoliators,Body care,16.0
2052,Matrix Biolage Colorlast Conditioner,Body soaps and washes,Body care,38.0
2053,Matrix Biolage Colorlast Shampoo,Body soaps and washes,Body care,37.0
2054,Matrix Biolage Cooling Mint Scalp Sync Conditioner,"bath oils, bubbles and soaks",Body care,39.0
2055,Matrix Biolage Cooling Mint Scalp Sync Shampoo,Body soaps and washes,Body care,17.0
2056,Matrix Biolage Fiberstrong Conditioner,"bath oils, bubbles and soaks",Body care,39.0
2057,Matrix Biolage Fiberstrong Shampoo,body moisturizers,Body care,33.0
2058,Matrix Biolage Hydrasource Conditioner,"bath oils, bubbles and soaks",Body care,28.0
2059,Matrix Biolage Hydrasource Shampoo,"bath oils, bubbles and soaks",Body care,27.0
2060,Matrix Biolage R.A.W. Uplift Conditioner,body moisturizers,Body care,4.0
2061,Matrix Biolage R.A.W. Uplift Shampoo,"bath oils, bubbles and soaks",Body care,30.0
2062,Matrix Biolage Smoothproof Conditioner,body moisturizers,Body care,33.0
2063,Matrix Biolage Smoothproof Shampoo,"bath oils, bubbles and soaks",Body care,28.0
2064,Matrix Biolage VolumeBloom Conditioner,body moisturizers,Body care,21.0
2065,Matrix Biolage VolumeBloom Shampoo,"bath oils, bubbles and soaks",Body care,19.0
2066,Matrix Total Results Color Obsessed Conditioner,"bath oils, bubbles and soaks",Body care,36.0
2067,Matrix Total Results Color Obsessed Shampoo,body moisturizers,Body care,21.0
2068,Matrix Total Results High Amplify Conditioner,body moisturizers,Body care,15.0
2069,Matrix Total Results High Amplify Shampoo,shampoos and conditioners,Hair care,13.0
2070,Matrix Total Results Mega Sleek Conditioner,"bath oils, bubbles and soaks",Body care,29.0
2071,Matrix Total Results Mega Sleek Shampoo,"bath oils, bubbles and soaks",Body care,17.0
2072,Matrix Total Results So Silver Conditioner,Body soaps and washes,Body care,16.0
2073,Matrix Total Results So Silver Shampoo,"bath oils, bubbles and soaks",Body care,23.0
2074,Maybelline Born This Way Foundation,"bath oils, bubbles and soaks",Body care,15.0
2075,Maybelline Color Sensational Eyeshadow Acid Rain Electric Blue,"bath oils, bubbles and soaks",Body care,20.0
2076,Maybelline Color Sensational Eyeshadow Amethyst Aura,"bath oils, bubbles and soaks",Body care,17.0
2077,Maybelline Color Sensational Eyeshadow Blackout,Nail care products,Body care,6.0
2078,Maybelline Color Sensational Eyeshadow Golden Halo,"bath oils, bubbles and soaks",Body care,14.0
2079,Maybelline Color Sensational Eyeshadow Mocha Motion,body moisturizers,Body care,11.0
2080,Maybelline Color Sensational Eyeshadow Peach Punch,body moisturizers,Body care,15.0
2081,Maybelline Color Sensational Eyeshadow Purple Smoke,"bath oils, bubbles and soaks",Body care,7.0
2082,Maybelline Color Sensational Eyeshadow Rose Riot,Nail care products,Body care,18.0
2083,Maybelline Color Sensational Eyeshadow The Glo Down Golden,"bath oils, bubbles and soaks",Body care,18.0
2084,Maybelline Color Sensational Eyeshadow Vanilla,Nail care products,Body care,7.0
2085,Maybelline Color Tattoo 24HR Eyeshadow Audacious Asphalt,"bath oils, bubbles and soaks",Body care,16.0
2086,Maybelline Color Tattoo 24HR Eyeshadow Bad to the Bronze,body moisturizers,Body care,16.0
2087,Maybelline Color Tattoo 24HR Eyeshadow Barely Branded,face masks and exfoliators,Body care,19.0
2088,Maybelline Color Tattoo 24HR Eyeshadow Fierce & Tangy,"bath oils, bubbles and soaks",Body care,14.0
2089,Maybelline Color Tattoo 24HR Eyeshadow Gold Rush,Body soaps and washes,Body care,8.0
2090,Maybelline Color Tattoo 24HR Eyeshadow Inked in Pink,face masks and exfoliators,Body care,20.0
2091,Maybelline Color Tattoo 24HR Eyeshadow Painted Purple,"bath oils, bubbles and soaks",Body care,16.0
2092,Maybelline Color Tattoo 24HR Eyeshadow Silver Strike,"bath oils, bubbles and soaks",Body care,9.0
2093,Maybelline Color Tattoo 24HR Eyeshadow Tenacious Teal,body moisturizers,Body care,18.0
2094,Maybelline Color Tattoo 24HR Eyeshadow Tough as Taupe,"bath oils, bubbles and soaks",Body care,20.0
2095,Maybelline Coral Crush Coral Pink,face moisturizing products,Face care,12.0
2096,Maybelline Divine Wine Burgundy,body moisturizers,Body care,8.0
2097,Maybelline Double Wear Foundation,"bath oils, bubbles and soaks",Body care,21.0
2098,Maybelline Even Better Makeup,"bath oils, bubbles and soaks",Body care,14.0
2099,Maybelline Flawless Fusion Ultra-Longwear Foundation,face masks and exfoliators,Body care,20.0
2100,Maybelline Lasting Drama Gel Eyeliner Blackest Black,face masks and exfoliators,Body care,11.0
2101,Maybelline Lasting Drama Gel Eyeliner Brown,"bath oils, bubbles and soaks",Body care,6.0
2102,Maybelline Lasting Drama Gel Eyeliner Charcoal,"bath oils, bubbles and soaks",Body care,10.0
2103,Maybelline Lasting Drama Gel Eyeliner Eggplant,"bath oils, bubbles and soaks",Body care,12.0
2104,Maybelline Lasting Drama Gel Eyeliner Lustrous Sapphire,"bath oils, bubbles and soaks",Body care,19.0
2105,Maybelline Mauve for Me Neutral Mauve,"bath oils, bubbles and soaks",Body care,10.0
2106,Maybelline Nude Nuance Warm Nude,"bath oils, bubbles and soaks",Body care,17.0
2107,Maybelline Pink for Me Soft Pink,body moisturizers,Body care,7.0
2108,Maybelline Plum for Me Rich Plum,body moisturizers,Body care,8.0
2109,Maybelline Red for Me Universal Red,hand creams,Body care,19.0
2110,Maybelline Rich Ruby Matte Red,body moisturizers,Body care,18.0
2111,Maybelline Siren in Scarlet Bold Red,Body soaps and washes,Body care,13.0
2112,Maybelline Skin Long-Wear Weightless Foundation,"bath oils, bubbles and soaks",Body care,20.0
2113,Maybelline Touch of Spice Mauve,body moisturizers,Body care,6.0
2114,Maybelline Ultra HD Foundation,Body soaps and washes,Body care,34.0
2115,Maybelline Unstoppable Eyeliner Cinnabar Deep Brown,"bath oils, bubbles and soaks",Body care,16.0
2116,Maybelline Unstoppable Eyeliner Espresso,"bath oils, bubbles and soaks",Body care,19.0
2117,Maybelline Unstoppable Eyeliner Onyx Black,"bath oils, bubbles and soaks",Body care,9.0
2118,Maybelline Unstoppable Eyeliner Pewter Grey,"bath oils, bubbles and soaks",Body care,11.0
2119,Maybelline Unstoppable Eyeliner Sapphire Blue,body moisturizers,Body care,19.0
2120,Maybelline Your Skin But Better CC+ Cream,body moisturizers,Body care,34.0
2121,MegaFood Calcium Gummies,body moisturizers,Body care,26.0
2122,MegaFood Collagen Peptides,Body soaps and washes,Body care,45.0
2123,MegaFood Glucosamine Chondroitin,"bath oils, bubbles and soaks",Body care,38.0
2124,MegaFood Iron Supplement,"bath oils, bubbles and soaks",Body care,30.0
2125,MegaFood Melatonin,body moisturizers,Body care,30.0
2126,MegaFood Omega-3 Fish Oil,vitamins and supplements,Body care,40.0
2127,MegaFood Probiotics,Nail care products,Body care,44.0
2128,MegaFood Silver Multivitamin,body moisturizers,Body care,41.0
2129,MegaFood Vitamin C,face masks and exfoliators,Body care,47.0
2130,MegaFood Zinc Tablets,body moisturizers,Body care,21.0
2131,Molton Brown Coastal Cypress & Sea Fennel Bath & Shower Gel,body moisturizers,Body care,16.0
2132,Molton Brown Eucalyptus Spearmint Candle,"bath oils, bubbles and soaks",Body care,12.0
2133,Molton Brown Feu de Bois Candle,"bath oils, bubbles and soaks",Body care,12.0
2134,Molton Brown Fireside Candle,"bath oils, bubbles and soaks",Body care,4.0
2135,Molton Brown Geranium Nefertum Bath & Shower Gel,face masks and exfoliators,Body care,11.0
2136,Molton Brown Heavenly Gingerlily Bath & Shower Gel,Nail care products,Body care,8.0
2137,Molton Brown Heavenly Gingerlily Caressing Body Polisher,"bath oils, bubbles and soaks",Body care,8.0
2138,Molton Brown Mesmerising Oudh Accord & Gold Bath & Shower Gel,"bath oils, bubbles and soaks",Body care,14.0
2139,Molton Brown Neon Amber Bath & Shower Gel,body moisturizers,Body care,4.0
2140,Molton Brown Orange & Bergamot Bath & Shower Gel,"bath oils, bubbles and soaks",Body care,6.0
2141,Molton Brown Orange & Bergamot Bath Oil,Nail care products,Body care,5.0
2142,Molton Brown Re-Charge Black Pepper Bath & Shower Gel,"bath oils, bubbles and soaks",Body care,5.0
2143,Molton Brown Rosa Absolute Bath & Shower Gel,"bath oils, bubbles and soaks",Body care,3.0
2144,Molton Brown Russian Leather Bath & Shower Gel,body moisturizers,Body care,8.0
2145,Molton Brown Smell of Spring Spray,body moisturizers,Body care,15.0
2146,Molton Brown Tobacco Absolute Bath & Shower Gel,"bath oils, bubbles and soaks",Body care,17.0
2147,Molton Brown Ylang-Ylang Bath & Shower Gel,"bath oils, bubbles and soaks",Body care,6.0
2148,Molton Brown Ylang-Ylang Comforting Body Polisher,"bath oils, bubbles and soaks",Body care,5.0
2149,Morphe E23 Deluxe Blender Brush,"bath oils, bubbles and soaks",Body care,6.0
2150,Morphe E27 Pro Round Blender Brush,body moisturizers,Body care,10.0
2151,Morphe E36 Detail Crease Brush,"bath oils, bubbles and soaks",Body care,10.0
2152,Morphe E4 Angled Contour Brush,"bath oils, bubbles and soaks",Body care,9.0
2153,Morphe E41 Round Deluxe Powder Brush,"bath oils, bubbles and soaks",Body care,11.0
2154,Morphe E8 Detail Contour Brush,"bath oils, bubbles and soaks",Body care,5.0
2155,Morphe M173 Mini Buffer Brush,body moisturizers,Body care,2.0
2156,Morphe M310 Large Soft Fan Brush,body moisturizers,Body care,10.0
2157,Morphe M330 Blending Crease Brush,Body soaps and washes,Body care,2.0
2158,Morphe M433 Pro Firm Blending Fluff Brush,"bath oils, bubbles and soaks",Body care,3.0
2159,Morphe M438 Pointed Contour Brush,face masks and exfoliators,Body care,3.0
2160,Morphe M439 Deluxe Buffer Brush,body moisturizers,Body care,5.0
2161,Morphe M441 Pro Firm Blending Crease Brush,"bath oils, bubbles and soaks",Body care,10.0
2162,Morphe M500 Deluxe Pointed Blender Brush,"bath oils, bubbles and soaks",Body care,4.0
2163,Morphe M504 Large Pointed Blender Brush,body moisturizers,Body care,11.0
2164,Morphe M506 Tapered Mini Blender Brush,"bath oils, bubbles and soaks",Body care,5.0
2165,Morphe M510 Pro Round Blender Brush,hand creams,Body care,9.0
2166,Morphe M527 Deluxe Pointed Powder Brush,"bath oils, bubbles and soaks",Body care,9.0
2167,Morphe M562 Tiny Crease Blender Brush,"bath oils, bubbles and soaks",Body care,5.0
2168,Mrs. Meyer's Geranium Candle,"bath oils, bubbles and soaks",Body care,18.0
2169,Mrs. Meyer's Grapefruit Candle,"bath oils, bubbles and soaks",Body care,13.0
2170,Mrs. Meyer's Mediterranean Fig Candle,"bath oils, bubbles and soaks",Body care,16.0
2171,Murad Rapid Resurfacing Peel,body moisturizers,Body care,10.0
2172,NARS Audacious Anita Nude Rose,body moisturizers,Body care,14.0
2173,NARS Backstage Foundation,"bath oils, bubbles and soaks",Body care,17.0
2174,NARS Barbara Tan Rose,hand creams,Body care,20.0
2175,NARS Dolce Vita Rose,"bath oils, bubbles and soaks",Body care,10.0
2176,NARS Double Wear Foundation,body moisturizers,Body care,29.0
2177,NARS Dragon Girl Vivid Red,"bath oils, bubbles and soaks",Body care,16.0
2178,NARS Fire Down Below Blood Red,"bath oils, bubbles and soaks",Body care,9.0
2179,NARS Flawless Fusion Ultra-Longwear Foundation,body moisturizers,Body care,35.0
2180,NARS Funny Face Fuchsia,body moisturizers,Body care,16.0
2181,NARS Heat Wave Orange-Red,hand creams,Body care,16.0
2182,NARS High-Pigment Longwear Eyeliner Grafton Street Emerald Green,Nail care products,Body care,9.0
2183,NARS High-Pigment Longwear Eyeliner Last Frontier Dark Brown,"bath oils, bubbles and soaks",Body care,11.0
2184,NARS High-Pigment Longwear Eyeliner Ocean Drive Teal,"bath oils, bubbles and soaks",Body care,11.0
2185,NARS High-Pigment Longwear Eyeliner Rue Bonaparte Light Almond,"bath oils, bubbles and soaks",Body care,18.0
2186,NARS High-Pigment Longwear Eyeliner Via Appia Copper Brown,"bath oils, bubbles and soaks",Body care,19.0
2187,NARS Jungle Red Bright Red,body moisturizers,Body care,13.0
2188,NARS Larger Than Life Long-Wear Eyeliner Barrow Street Seafoam Green,"bath oils, bubbles and soaks",Body care,19.0
2189,NARS Larger Than Life Long-Wear Eyeliner Bourbon Street Bright Purple,"bath oils, bubbles and soaks",Body care,6.0
2190,NARS Larger Than Life Long-Wear Eyeliner Madison Avenue Slate Grey,"bath oils, bubbles and soaks",Body care,7.0
2191,NARS Larger Than Life Long-Wear Eyeliner Santa Monica Blvd Bright White,"bath oils, bubbles and soaks",Body care,18.0
2192,NARS Larger Than Life Long-Wear Eyeliner Via Veneto Black,"bath oils, bubbles and soaks",Body care,17.0
2193,NARS Luminous Silk Foundation,Body soaps and washes,Body care,28.0
2194,NARS Schiap Hot Pink,"bath oils, bubbles and soaks",Body care,12.0
2195,NARS Single Eyeshadow Abyssinia Delicate Pearl Sheen,body moisturizers,Body care,17.0
2196,NARS Single Eyeshadow Bali Neutral Taupe,"bath oils, bubbles and soaks",Body care,18.0
2197,NARS Single Eyeshadow Blondie Neutral Brown,vitamins and supplements,Body care,10.0
2198,NARS Single Eyeshadow China Blue Matte Royal Blue,"bath oils, bubbles and soaks",Body care,6.0
2199,NARS Single Eyeshadow Daphne Matte Vivid Purple,body moisturizers,Body care,12.0
2200,NARS Single Eyeshadow Fez Shimmering Copper,"bath oils, bubbles and soaks",Body care,20.0
2201,NARS Single Eyeshadow Galapagos Bitter Chocolate with Gold Shimmer,"bath oils, bubbles and soaks",Body care,14.0
2202,NARS Single Eyeshadow Mekong Espresso with Gold Sheen,"bath oils, bubbles and soaks",Body care,17.0
2203,NARS Single Eyeshadow Nepal Soft Rose,Accessories,Home and Accessories,18.0
2204,NARS Single Eyeshadow New York Plum Brown,face moisturizing products,Face care,16.0
2205,NARS Single Eyeshadow Night Breed Black with Silver Shimmer,Nail care products,Body care,20.0
2206,NARS Single Eyeshadow Night Porter Black with Green Pearl,face masks and exfoliators,Body care,17.0
2207,NARS Single Eyeshadow Night Star Sheer Peach with Gold Pearl,"bath oils, bubbles and soaks",Body care,20.0
2208,NARS Single Eyeshadow Outremer Bright Matte Blue,body moisturizers,Body care,7.0
2209,NARS Single Eyeshadow Persia Matte Paprika,"bath oils, bubbles and soaks",Body care,17.0
2210,NARS Single Eyeshadow Savage Brown with Red Shimmer,hand creams,Body care,18.0
2211,NARS Single Eyeshadow Sophia Cool Brown,"bath oils, bubbles and soaks",Body care,11.0
2212,NARS Single Eyeshadow Stud Shimmering Pewter,"bath oils, bubbles and soaks",Body care,16.0
2213,NARS Single Eyeshadow Tokyo Soft Silver Grey,"bath oils, bubbles and soaks",Body care,16.0
2214,NARS Single Eyeshadow Tropic Teal with Silver Shimmer,"bath oils, bubbles and soaks",Body care,10.0
2215,NARS Studio Fix Fluid,Body soaps and washes,Body care,20.0
2216,NARS Teint Idole Ultra Wear Foundation,body moisturizers,Body care,16.0
2217,NARS Walkyrie Soft Brown,body moisturizers,Body care,14.0
2218,NARS Your Skin But Better CC+ Cream,"bath oils, bubbles and soaks",Body care,18.0
2219,NOW Foods Calcium Gummies,"bath oils, bubbles and soaks",Body care,39.0
2220,NOW Foods CoQ10,"bath oils, bubbles and soaks",Body care,37.0
2221,NOW Foods Elderberry Gummies,face masks and exfoliators,Body care,33.0
2222,NOW Foods Glucosamine Chondroitin,Body soaps and washes,Body care,23.0
2223,NOW Foods Iron Supplement,face masks and exfoliators,Body care,30.0
2224,NOW Foods Melatonin,"bath oils, bubbles and soaks",Body care,26.0
2225,NOW Foods Omega-3 Fish Oil,"bath oils, bubbles and soaks",Body care,46.0
2226,NOW Foods Prenatal Multivitamin,Nail care products,Body care,22.0
2227,NOW Foods Probiotics,hand creams,Body care,24.0
2228,NOW Foods Silver Multivitamin,"bath oils, bubbles and soaks",Body care,41.0
2229,NOW Foods Zinc Tablets,"bath oils, bubbles and soaks",Body care,22.0
2230,NYX Hot Singles Eyeshadow Bad Seed Cranberry Red,Nail care products,Body care,16.0
2231,NYX Hot Singles Eyeshadow Chandelier Warm Peach,"bath oils, bubbles and soaks",Body care,12.0
2232,NYX Hot Singles Eyeshadow Heat Soft Brown,face moisturizing products,Face care,15.0
2233,NYX Hot Singles Eyeshadow Sin Deep Brown,"bath oils, bubbles and soaks",Body care,16.0
2234,NYX Hot Singles Eyeshadow Stiletto Matte Red,Nail care products,Body care,15.0
2235,NYX Hot Singles Eyeshadow Whipped Cream Pure White,"bath oils, bubbles and soaks",Body care,20.0
2236,NYX Hot Singles Eyeshadow Wild Orchid Bright Purple,hand creams,Body care,12.0
2237,NYX Prismatic Shadow Bedroom Eyes Warm Brown,body moisturizers,Body care,19.0
2238,NYX Prismatic Shadow Blue Jeans Deep Blue,"bath oils, bubbles and soaks",Body care,14.0
2239,NYX Prismatic Shadow Fireball Copper,body moisturizers,Body care,9.0
2240,NYX Prismatic Shadow Frostbite White with Blue Shift,Body soaps and washes,Body care,8.0
2241,NYX Prismatic Shadow Golden Peach Warm Coral,hand creams,Body care,18.0
2242,NYX Prismatic Shadow Jaded Olive Green,"bath oils, bubbles and soaks",Body care,9.0
2243,NYX Prismatic Shadow Mermaid Iridescent Green,body moisturizers,Body care,20.0
2244,NYX Prismatic Shadow Punk Heart Deep Red Violet,"bath oils, bubbles and soaks",Body care,18.0
2245,NYX Prismatic Shadow Smoke & Mirrors Gunmetal Grey,fragrances,Home and Accessories,19.0
2246,NYX Slide On Glide On Pencil Azure Blue,"bath oils, bubbles and soaks",Body care,15.0
2247,NYX Slide On Glide On Pencil Esmeralda Green,body moisturizers,Body care,20.0
2248,NYX Slide On Glide On Pencil Glitzy Gold,"bath oils, bubbles and soaks",Body care,7.0
2249,NYX Slide On Glide On Pencil Golden Bronze,hair colors and toners,Hair care,15.0
2250,NYX Slide On Glide On Pencil Jet Black,body moisturizers,Body care,7.0
2251,NYX Slide On Glide On Pencil Jewel Purple,"bath oils, bubbles and soaks",Body care,11.0
2252,NYX Slide On Glide On Pencil Sunrise Blue,"bath oils, bubbles and soaks",Body care,16.0
2253,NYX Slide On Glide On Pencil Tropical Green,Body soaps and washes,Body care,9.0
2254,NYX Slide On Glide On Pencil Tropical Purple,hand creams,Body care,18.0
2255,NYX Ultimate Shadow Palette Ash Smokey Neutrals,"bath oils, bubbles and soaks",Body care,19.0
2256,NYX Ultimate Shadow Palette Brights Rainbow,"bath oils, bubbles and soaks",Body care,9.0
2257,NYX Ultimate Shadow Palette Cool Neutrals,"bath oils, bubbles and soaks",Body care,16.0
2258,NYX Ultimate Shadow Palette Escape Artist Warm & Cool Mix,"bath oils, bubbles and soaks",Body care,17.0
2259,NYX Ultimate Shadow Palette Marine Layer Blue & Green,"bath oils, bubbles and soaks",Body care,13.0
2260,NYX Ultimate Shadow Palette Phoenix Warm Orange,Body soaps and washes,Body care,6.0
2261,NYX Ultimate Shadow Palette Smokey & Highlight,Body soaps and washes,Body care,10.0
2262,NYX Ultimate Shadow Palette Warm Neutrals,"bath oils, bubbles and soaks",Body care,17.0
2263,Natura Bissé C+C Vitamin Bath Soak,"bath oils, bubbles and soaks",Body care,17.0
2264,Natura Bissé Diamond Well-Living Body Oil,body moisturizers,Body care,3.0
2265,Nature Made Calcium Gummies,hair colors and toners,Hair care,41.0
2266,Nature Made Collagen Peptides,"bath oils, bubbles and soaks",Body care,42.0
2267,Nature Made Iron Supplement,"bath oils, bubbles and soaks",Body care,40.0
2268,Nature Made Multivitamin for Women,Nail care products,Body care,23.0
2269,Nature Made Omega-3 Fish Oil,Body soaps and washes,Body care,20.0
2270,Nature Made Prenatal Multivitamin,body moisturizers,Body care,47.0
2271,Nature Made Probiotics,"bath oils, bubbles and soaks",Body care,21.0
2272,Nature Made Vitamin C,"bath oils, bubbles and soaks",Body care,36.0
2273,Nature Made Vitamin D3,Nail care products,Body care,48.0
